,Name_POI,Name_POI.1,Longitude,Latitude,Category,Checkin user number,Category_en
1407,刘半夜面馆, Liu Midnight Noodle House,114.30171,30.59476,其他,152,other
1447,星巴克咖啡(楚河汉街店),Starbucks coffee ( Chuhe Han Street Store ),114.344,30.5524,其他,146,other
1113,武汉南湖驾校, Wuhan Nanhu Driving School,114.313889,30.501289,其他,208,other
1621,牧羊人咖啡 阅马场店, Shepherd's Coffee Yuemachang Store,114.31152,30.54028,其他,125,other
1145,武汉汉正瑞鑫大酒店, Wuhan Hanzheng Ruixin Hotel,114.217093,30.585339,其他,200,other
674,武汉蝗家一号酒吧, Wuhan Locust No. 1 Bar,114.29457,30.58703,其他,359,other
355,洪山礼堂, Hongshan Auditorium,114.34874,30.546289,其他,691,other
70,星巴克(武汉王府井店), Starbucks ( Wuhan Wangfujing Store ),114.291638,30.580402,其他,2611,other
344,华师文化街, Hua Shi Cultural Street,114.358032,30.523451,其他,723,other
291,洪山广场, Hongshan Square,114.336693,30.54505,其他,854,other
1132,老友记, friends,114.28299,30.59374,其他,205,other
323,楚天粤海国际大酒店, Chutian Guangdong International Hotel,114.365207,30.565161,其他,776,other
1120,武汉大学梅园, Wuhan University Plum Garden,114.363627,30.535405,其他,207,other
861,六合宴, Liuhe Banquet,114.31032,30.60199,其他,281,other
1608,173艺术空间酒吧, 173 art space bar,114.357979,30.52532,其他,126,other
985,西藏印象, Impression of Tibet,114.27495,30.58062,其他,242,other
1569,武昌区昙华林小学," Tanhualin Primary School, Wuchang District",114.30673,30.55315,小学,130,primary school
1012,武昌区民政局婚姻登记处, Wuchang District Civil Affairs Bureau Marriage Registration Office,114.316442,30.553902,校园生活,236,school life
819,华中科技大学大学生活动中心, Huazhong University of Science and Technology Student Activity Center,114.414378,30.514283,校园生活,296,school life
884,湖北工业大学1号教学楼, Hubei University of Technology 1 Teaching Building No.,114.313037,30.480182,校园生活,274,school life
848,武汉大学弘博公寓, Wuhan University Hongbo Apartment,114.367713,30.526185,校园生活,283,school life
1004,西边操场, west side playground,114.406932,30.511547,校园生活,237,school life
19,武汉大学, Wuhan University,114.36177,30.540364,校园生活,6027,school life
936,武大桂园操场, Guiyuan playground of Wuhan University,114.360595,30.538146,校园生活,256,school life
81,华中科技大学东九教学楼," East Jiu Teaching Building, Huazhong University of Science and Technology",114.426713,30.513492,校园生活,2355,school life
56,中国地质大学江城学院," Jiangcheng College, China University of Geosciences",114.335334,30.349431,校园生活,3206,school life
994,武汉大学新闻与传播学院," School of Journalism and Communication, Wuhan University",114.367246,30.539831,校园生活,240,school life
902,武汉大学信息学部青楼," Qinglou, Faculty of Information, Wuhan University",114.361216,30.525674,校园生活,267,school life
824,武汉纺织大学 02栋宿舍楼, Wuhan Textile University 02 dormitory building,114.337379,30.376015,校园生活,292,school life
49,中南民族大学, South Central University for Nationalities,114.396032,30.491809,校园生活,3405,school life
239,华中科技大学紫菘学生公寓,Huazhong University of Science and Technology Zisong Student Apartment,114.403231,30.511585,校园生活,1021,school life
1365,武汉大学理学楼, Science Building of Wuhan University,114.365121,30.539723,校园生活,158,school life
260,武汉大学文理学部教五楼," Fifth Floor, Faculty of Arts and Sciences, Wuhan University",114.361334,30.53638,校园生活,949,school life
280,湖北工业大学2号教学楼, Hubei University of Technology 2 Teaching Building No.,114.308869,30.47748,校园生活,889,school life
1411,华中师范大学三号楼——外国语学院, Central China Normal University Building 3 - School of Foreign Languages,114.359177,30.519056,校园生活,151,school life
541,华中农业大学图书馆, Huazhong Agricultural University Library,114.351832,30.473621,校园生活,453,school life
1262,武汉大学人文馆,Humanities Hall of Wuhan University,114.367342,30.538884,校园生活,174,school life
1397,武汉工业学院工商学院五号教学楼," No. 5 Teaching Building, Business School, Wuhan Institute of Technology",114.284801,30.482679,校园生活,153,school life
337,武汉大学梅园小操场, Plum Garden Small Playground of Wuhan University,114.36406,30.53882,校园生活,742,school life
683,武汉大学文理学部教四楼," Fourth Floor, Faculty of Arts and Sciences, Wuhan University",114.365812,30.536587,校园生活,355,school life
678,武汉理工大学升升公寓, Shengsheng Apartment of Wuhan University of Technology,114.344284,30.506186,校园生活,356,school life
370,华中科技大学百景园, Huazhong University of Science and Technology Baijing Garden,114.407796,30.515825,校园生活,675,school life
372,武汉理工大学新一教学楼, Wuhan University of Technology Xinyi Teaching Building,114.334024,30.511837,校园生活,674,school life
1354,江夏一中, Jiangxia No.1 Middle School,114.33602,30.3639,校园生活,159,school life
236,中南民族大学北区学生公寓, South-Central University for Nationalities North District Student Housing,114.397163,30.494234,校园生活,1034,school life
665,武汉理工大学南湖校区, Wuhan University of Technology Nanhu Campus,114.326652,30.510381,校园生活,364,school life
441,枫园, Maple Garden,114.371811,30.536806,校园生活,569,school life
449,湖北工业大学工程技术学院2号教学楼," College of Engineering and Technology, Hubei University of Technology 2 Teaching Building No.",114.307296,30.47914,校园生活,560,school life
450,樱顶, Sakura top,114.361788,30.540447,校园生活,560,school life
621,中共武汉市委党校, Wuhan Municipal Party School of the Communist Party of China,114.25278,30.62931,校园生活,390,school life
1310,武汉纺织大学南湖校区学生宿舍一区," District 1, Student Dormitory, Nanhu Campus, Wuhan Textile University",114.401993,30.489506,校园生活,166,school life
1177,武汉大学 教一楼, The first floor of the teaching of Wuhan University,114.371216,30.536711,校园生活,192,school life
619,华师一附中, First Affiliated Middle School of China Normal University,114.391075,30.454611,校园生活,390,school life
1179,武汉理工大学东院教一, East College of Wuhan University of Technology,114.354541,30.519866,校园生活,191,school life
1190,武汉市体育运动学校, Wuhan Sports School,114.21883,30.5708,校园生活,189,school life
1279,湖北工业大学草莓园, Hubei University of Technology Strawberry Farm,114.315597,30.477483,校园生活,170,school life
528,华中科技大学东十二教学楼," East Twelve Teaching Building, Huazhong University of Science and Technology",114.434242,30.512271,校园生活,468,school life
578,武汉大学文理学部教三楼," The third floor of the Faculty of Arts and Sciences, Wuhan University",114.359087,30.538932,校园生活,424,school life
640,华中师范大学九号楼," Building 9, Central China Normal University",114.362846,30.518109,校园生活,379,school life
1458,武昌工学院, Wuchang Institute of Technology,114.285965,30.479746,校园生活,144,school life
1116,华中科技大学国际学术交流中心, Huazhong University of Science and Technology International Academic Exchange Center,114.411331,30.515053,校园生活,208,school life
780,华中农业大学求实楼," Qiushi Building, Huazhong Agricultural University",114.358261,30.471247,校园生活,311,school life
1544,华中科技大学武昌分校十一栋教学楼,The eleven teaching buildings of Huazhong University of Science and Technology Wuchang Campus,114.297492,30.488334,校园生活,132,school life
165,武昌工学院, Wuchang Institute of Technology,114.283921,30.486434,校园生活,1444,school life
805,武汉理工大学西院, West Institute of Wuhan University of Technology,114.349594,30.521934,校园生活,299,school life
751,海虹公寓,Sea Rainbow Apartments,114.361198,30.607574,校园生活,324,school life
556,中国地质大学北区综合楼, North District Comprehensive Building of China University of Geosciences,114.400032,30.528383,校园生活,447,school life
179,武汉大学三环学生公寓, Wuhan University Third Ring Student Apartment,114.373976,30.528785,校园生活,1353,school life
1494,中南财经政法大学文澜楼," Wenlan Building, Zhongnan University of Economics and Law",114.39138,30.472126,校园生活,138,school life
122,华中科技大学西十二教学楼," West Twelve Teaching Building, Huazhong University of Science and Technology",114.408055,30.509168,校园生活,1858,school life
558,航海楼, Navigation Building,114.358771,30.602227,校园生活,445,school life
1045,武汉大学计算机学院," School of Computer Science, Wuhan University",114.357864,30.538321,校园生活,224,school life
889,新世界百货(中心店), new world department store ( center store ),114.265419,30.581169,商场,271,shopping mall
662,未来城·欧拉, future city · Euler,114.353074,30.525481,商场,365,shopping mall
414,湘隆时代广场, Xianglong Times Square,114.16844,30.49864,商场,604,shopping mall
382,武汉经开万达, Wuhan Economic Development Wanda,114.175471,30.507148,商场,661,shopping mall
58,大洋百货(中山大道店), Ocean Department Store ( Zhongshan Avenue Store ),114.29016,30.57763,商场,3032,shopping mall
1050,武汉王家湾摩尔城, Wuhan Wangjiawan Moore City,114.20835,30.55882,商场,223,shopping mall
157,世贸广场, World Trade Plaza,114.2692,30.58017,商场,1476,shopping mall
46,武商亚贸广场, Wushang Asia Trade Plaza,114.34292,30.52943,商场,3466,shopping mall
40,光谷时间广场, Optics Valley Time Square,114.39672,30.49469,商场,4197,shopping mall
1353,中商广场购物中心, China Business Plaza Shopping Center,114.33197,30.53632,商场,159,shopping mall
39,武汉摩尔城, Wuhan Moore City,114.207952,30.558528,商场,4261,shopping mall
5,武汉国际广场购物中心, Wuhan International Plaza Shopping Center,114.270146,30.580791,商场,13104,shopping mall
610,中百仓储蔡甸购物广场, Zhongbai Warehouse Caidian Shopping Plaza,114.02786,30.58254,商场,396,shopping mall
486,新世界百货(国贸店), new world department store ( Guomao Store ),114.269829,30.594669,商场,505,shopping mall
32,武汉经开万达广场, Wuhan Economic Development Wanda Plaza,114.163466,30.505137,商场,4725,shopping mall
1280,华氏百货, Fahrenheit,114.28331,30.60643,商场,170,shopping mall
1191,假日乐园购物中心, Holiday Park Shopping Center,114.29969,30.54699,商场,189,shopping mall
1192,长江崇文广场, Yangtze River Chongwen Square,114.34246,30.51065,商场,189,shopping mall
24,销品茂, Pinmao,114.34376,30.58903,商场,5472,shopping mall
518,万达广场B座, Wanda square B seat,114.29087,30.57738,商场,474,shopping mall
1535,新世界百货(桥口店), new world department store ( Qiaokoudian ),114.272775,30.58567,商场,134,shopping mall
971,大洋百货（江汉路店）, Dayang Department Store (Jianghan Road),114.288162,30.583044,商场,246,shopping mall
231,新世界百货(时尚广场店), new world department store ( Fashion Plaza Store ),114.289853,30.582341,商场,1040,shopping mall
1501,中百仓唐家墩购物广场(唐家墩路), Zhongbaichang Tangjiadun Shopping Plaza ( Tangjiadun Road ),114.27072,30.62038,商场,137,shopping mall
737,草泥马大厦, Grass Mud Horse Building,114.335486,30.5441,商场,333,shopping mall
100,汉口东部购物公园, East Hankou Shopping Park,114.31677,30.6236,商场,2083,shopping mall
244,沿江一号MALL, No.1 along the river MALL,114.290092,30.56653,商场,998,shopping mall
840,万商·白马, Wanshang · white horse,114.28543,30.56711,商场,287,shopping mall
725,武商建二商场, Wushangjian Second Shopping Mall,114.37551,30.62461,商场,340,shopping mall
249,大洋百货(光谷店), Ocean Department Store ( Optics Valley Store ),114.400688,30.505489,商场,982,shopping mall
259,融科天城, Rongtech Skycity,114.296372,30.595606,商场,949,shopping mall
267,大洋百货(龙阳店), Ocean Department Store ( Longyang Store),114.208653,30.561502,商场,929,shopping mall
277,新世界百货(徐东店), new world department store ( Xudongdian ),114.346901,30.588421,商场,904,shopping mall
714,百佳购物广场, PARKnSHOP,114.28566,30.61785,商场,343,shopping mall
1106,汉商集团21购物中心(龙阳大道), Hanshang Group twenty one shopping center ( Longyang Avenue ),114.20976,30.56003,商场,209,shopping mall
223,中心百货, Central Department Store,114.29017,30.58179,商场,1083,shopping mall
105,武汉万达商业广场, Wuhan Wanda Commercial Plaza,114.29164,30.57736,商场,2013,shopping mall
281,武汉王府井百货, Wuhan Wangfujing Department Store,114.291218,30.579419,商场,888,shopping mall
1580,武汉国广二期, Wuhan Guoguang Phase II,114.270526,30.58117,商场,129,shopping mall
9,光谷国际广场, Optics Valley International Plaza,114.397504,30.507444,商场,10009,shopping mall
10,群光广场, Qunguang Plaza,114.355253,30.525617,商场,9541,shopping mall
531,中商集团中南商业大楼, Zhongnan Commercial Building of Zhongshang Group,114.332359,30.536449,商场,466,shopping mall
563,新世界百货(武昌店), new world department store ( Wuchang store ),114.354042,30.526501,商场,438,shopping mall
818,黄陂购物广场, Huangpi Shopping Plaza,114.37233,30.88105,商场,296,shopping mall
348,新世界百货(汉阳店), new world department store ( Hanyang Store ),114.26641,30.55079,商场,715,shopping mall
1070,大洋百货(武汉光谷店), Ocean Department Store ( Wuhan Optics Valley Store ),114.39869,30.49921,商场,218,shopping mall
220,港澳中心, Hong Kong Macau Center,114.28991,30.58242,商场,1126,shopping mall
332,SOGO庄胜崇光百货, SOGO Zhuang Sheng Sogo Department Store,114.274375,30.581755,商场,751,shopping mall
918,银泰百货, Intime Department Store,114.333428,30.537339,商场,262,shopping mall
303,ATM潮流百货(司门口店), ATM trendy department store ( Simen Store ),114.29806,30.54612,商场,823,shopping mall
1577,汉正街中心商城, Hanzheng Street Center Mall,114.27708,30.56748,商场,129,shopping mall
201,新民众乐园, New People's Paradise,114.28686,30.57586,商场,1252,shopping mall
1122,华罗利广场, Warrare Plaza,114.399233,30.48398,商场,207,shopping mall
17,新佳丽时尚广场 Happy站台, New Belle Fashion Plaza Happy platform,114.291241,30.578768,商场,6198,shopping mall
131,轻轨循礼门站 地铁循礼门站, Light Rail Xunlimen Station Subway Xunlimen Station,114.286598,30.585188,地铁站,1711,subway station
566,地铁积玉桥站[2号线], Subway Jiyuqiao Station [2 number line ],114.308203,30.559035,地铁站,435,subway station
925,循礼门地铁站, Xunlimen Metro Station,114.281738,30.584709,地铁站,259,subway station
575,麦德龙(硚口店), Metro ( Qiaokou Store ),114.21219,30.58643,超级市场,429,supermarket
928,家乐福洪山广场店, Carrefour Hongshan Plaza Store,114.33799,30.54817,超级市场,258,supermarket
1668,家乐福(建设店), Carrefour ( construction shop ),114.285698,30.60655,超级市场,121,supermarket
121,沃尔玛(坐标城光谷天地店), walmart ( Coordinate City Optics Valley Tiandi Store ),114.410516,30.47835,超级市场,1861,supermarket
853,家乐福超市(武胜路店), Carrefour ( Wusheng Road Store ),114.26892,30.56877,超级市场,283,supermarket
374,麦德龙, Metro,114.357524,30.578116,超级市场,673,supermarket
673,中百仓储(常青店), Zhongbai Warehousing ( evergreen shop ),114.239922,30.62513,超级市场,360,supermarket
